10.0.1.25, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.82, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.81, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.87, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.86, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.85, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.84, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.89, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.88, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.46, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.45, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.44, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.43, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.42, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.222, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.221, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.218, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.220, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.219, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.92, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.91, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.90, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.94, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.93, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.63, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.39, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.38, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.37, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.36, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.217, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.216, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.33, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.86, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
